cvc	cc	type	cselekednek	cselekszenek
tűldönyölik	tűldönylik	cselekedtek	tűldönyöltek	tűldönylettek
pűrödik	pűrdik	cselekednek	pűrödnek	pűrdenek
vövímölik	vövímlik	cselekedni	vövímölni	vövímleni
sőbizik	sőbzik	cselekedne	sőbizne	sőbzene
búfagorik	búfagrik	cselekedni	búfagorni	búfagrani
sígurik	sígrik	cselekednek	sígurnek	sígrenek
búvarozik	búvarzik	cselekedtek	búvaroztak	búvarzottak
füpönyözik	füpönyzik	cselekedtek	füpönyöztek	füpönyzettek
küskebözik	küskebzik	cselekedni	küskebözni	küskebzeni
rőpödik	rőpdik	cselekednek	rőpödnek	rőpdenek
szubapodik	szubapszik	cselekedne	szubapodna	szubapszana
töjilik	töjlik	cselekedni	töjilni	töjleni
ríbolodik	ríbolszik	cselekedtek	ríbolodtak	ríbolszottak
bunozsalik	bunozslik	cselekedtek	bunozsaltak	bunozslottak
púgalik	púglik	cselekedtek	púgaltak	púglottak
pümbömizik	pümbömzik	cselekedni	pümbömizni	pümbömzeni
kegizik	kegzik	cselekedtek	kegiztek	kegzettek
forokuszik	forokszik	cselekedne	forokuszna	forokszana
pémbölüzörödik	pémbölüzördik	cselekedni	pémbölüzörödni	pémbölüzördeni
fukuzik	fukzik	cselekedtek	fukuztok	fukzotok
pószulik	pószlik	cselekedni	pószulni	pószlani
szérökizik	szérökszik	cselekedni	szérökizni	szérökszeni
bégidik	bégdik	cselekedtek	bégidtek	bégdettek
pralolodik	pralolszik	cselekedtek	pralolodtak	pralolszottak
bőfekéköszik	bőfekékszik	cselekednek	bőfekékösznek	bőfekékszenek
mépökiszik	mépökszik	cselekedtek	mépökisztek	mépökszettek
blosalik	bloslik	cselekednek	blosalnak	bloslanak
lungazosalik	lungazoslik	cselekedtek	lungazosaltak	lungazoslottak
panulik	panlik	cselekedni	panulni	panlani
kőpümilik	kőpümlik	cselekednek	kőpümilnek	kőpümlenek
bépidik	bépszik	cselekedni	bépidni	bépszeni
motudulik	motudlik	cselekedni	motudulni	motudlani
mumlorigodik	mumlorigszik	cselekedni	mumlorigodni	mumlorigszeni
bónagodik	bónagszik	cselekedtek	bónagodtok	bónagszotok
biveködik	bivekdik	cselekedne	biveködne	bivekdene
szozsalik	szozslik	cselekedne	szozsalna	szozslana
dülüszik	dülszik	cselekedtek	dülüsztek	dülszettek
gísilik	gíslik	cselekedtek	gísiltek	gíslettek
kamintritusalik	kamintrituslik	cselekedtek	kamintritusaltok	kamintrituslotok
vünyildikidik	vünyildikdik	cselekednek	vünyildidiknek	vünyilddikenek
szurtamúpudik	szurtamúpdik	cselekednek	szurtamúpudnak	szurtamúpdanak
tükizik	tükzik	cselekedne	tükizne	tükzene
vurokodik	vurokszik	cselekedni	vurokodni	vurokszani
bépidik	bépszik	cselekedtek	bépidtek	bépszettek
kirözik	kirzik	cselekedtek	kiröztek	kirzettek
fúzísodik	fúzíslik	cselekedne	fúzísodne	fúzíslene
kőnümezik	kőnümzik	cselekednek	kőnümeznek	kőnümzenek
lüdemőgűpedik	lüdemőgűpdik	cselekednek	lüdemőgűpednek	lüdemőgűpdenek
kirvogurik	kirvogrik	cselekedtek	kirvogurtok	kirvogrotok
püvügidik	püvügszik	cselekedni	püvügidni	püvügszeni
szűbepödik	szűbepszik	cselekedtek	szűbepödtek	szűbepszettek
lustídulik	lustídlik	cselekednek	lustídulnek	lustídlenek
púmanyíruzik	púmanyírzik	cselekednek	púmanyíruznek	púmanyírzenek
vírarudik	vírardik	cselekedtek	vírarudtok	vírardotok
vőtímözik	vőtímzik	cselekednek	vőtímöznek	vőtímzenek
vúgudik	vúgszik	cselekedne	vúgudna	vúgszana
sekümezik	sekümzik	cselekedtek	sekümeztek	sekümzettek
pölmödűbézölik	pölmödűbézlik	cselekedtek	pölmödűbézöltek	pölmödűbézlettek
szevimezik	szevimzik	cselekednek	szevimeznek	szevimzenek
mílgímuzik	mílgímzik	cselekedtek	mílgímuztek	mílgímzettek
gísilik	gíslik	cselekednek	gísilnek	gíslenek
bünyölik	bünylik	cselekedne	bünyölne	bünylene
dusologaszik	dusologszik	cselekedtek	dusologasztok	dusologszotok
düzölik	düzlik	cselekedni	düzölni	düzleni
mörigükölik	mörigüklik	cselekedne	mörigükölne	mörigüklene
fézölik	fézlik	cselekednek	fézölnek	fézlenek
súvarbóbukozik	súvarbóbukzik	cselekedni	súvarbóbukozni	súvarbóbukzani
tögödik	tögszik	cselekednek	tögödnek	tögszenek
tósolik	tóslik	cselekedni	tósolni	tóslani
sonuzik	sonzik	cselekedtek	sonuztak	sonzottak
sötízölik	sötízlik	cselekednek	sötízölnek	sötízlenek
tijilik	tijlik	cselekedtek	tijiltek	tijlettek
nutosodik	nutoslik	cselekedtek	nutosodtok	nutoslotok
kátkirdínduzsulik	kátkirdínduzslik	cselekedtek	kátkirdínduzsultak	kátkirdínduzslottak
tizalaszik	tizalszik	cselekedne	tizalaszna	tizalszana
tipürölik	tipürlik	cselekedni	tipürölni	tipürleni
möködik	mökszik	cselekednek	möködnek	mökszenek
fikakolik	fikaklik	cselekedtek	fakoliktok	faklikotok
dibunuzik	dibunzik	cselekedne	dibunuzna	dibunzana
bázulaszik	bázulszik	cselekedtek	bázulasztok	bázulszotok
kátkirdínduzsulik	kátkirdínduzslik	cselekednek	kátkirdínduzsulnak	kátkirdínduzslanak
bígorik	bígrik	cselekedtek	bígortek	bígrettek
motudulik	motudlik	cselekednek	motudulnak	motudlanak
kátíprápokoszik	kátíprápokszik	cselekednek	kátíprápokosznak	kátíprápokszanak
túguszik	túgszik	cselekedtek	túgusztok	túgszotok
métrüliszik	métrülszik	cselekedne	métrüliszne	métrülszene
gíkípödik	gíkípszik	cselekedtek	gíkípödtek	gíkípszettek
lögödik	lögszik	cselekedtek	lögödtek	lögszettek
prigerik	prigrik	cselekedni	prigerni	prigreni
denözik	denzik	cselekedne	denözne	denzene
dútukodik	dútukszik	cselekednek	dútukodnak	dútukszanak
kevütéledik	kevütélszik	cselekedne	kevütéledne	kevütélszene
vigazákolik	vigazáklik	cselekedne	vigazákolna	vigazáklana
sodíkulik	sodíklik	cselekedne	sodíkulne	sodíklene
dígajrómolik	dígajrómlik	cselekedni	dígajrómolni	dígajrómlani
talojulik	talojlik	cselekedtek	talojultok	talojlotok
süköredik	sükördik	cselekedtek	süköredtek	sükördettek
lustídulik	lustídlik	cselekedni	lustídulni	lustídleni
punolik	punlik	cselekedtek	punoltak	punlottak
pűrödik	pűrdik	cselekedni	pűrödni	pűrdeni
kőnümezik	kőnümzik	cselekedtek	kőnümeztek	kőnümzettek
fotkígojozik	fotkígojzik	cselekedni	fotkígojozni	fotkígojzani
tödüpödik	tödüpszik	cselekedni	tödüpödni	tödüpszeni
dülüszik	dülszik	cselekedtek	dülüsztek	dülszettek
pűfelidik	pűfelszik	cselekedtek	pűfelidtek	pűfelszettek
strokirulik	strokirlik	cselekedtek	strokirultek	strokirlettek
vogazolik	vogazlik	cselekednek	vogazolnak	vogazlanak
fátíludik	fátílszik	cselekedtek	fátíludtek	fátílszettek
kőmelik	kőmlik	cselekedtek	kőmeltek	kőmlettek
vűsödik	vűslik	cselekedne	vűsödne	vűslene
sagorik	sagrik	cselekedtek	sagortak	sagrottak
kógapudik	kógapszik	cselekedne	kógapudna	kógapszana
sűgígözik	sűgígzik	cselekednek	sűgígöznek	sűgígzenek
timozik	timzik	cselekedtek	timoztek	timzettek
vogazolik	vogazlik	cselekedtek	vogazoltak	vogazlottak
memizik	memzik	cselekedtek	memiztek	memzettek
dazonuzik	dazonzik	cselekedtek	dazonuztak	dazonzottak
dígajrómolik	dígajrómlik	cselekedtek	dígajrómoltak	dígajrómlottak
kűgödik	kűgdik	cselekedni	kűgödni	kűgdeni
fópudalik	fópudlik	cselekedne	fópudalna	fópudlana
ránuzik	ránzik	cselekedne	ránuzna	ránzana
línyömizik	línyömzik	cselekednek	línyömiznek	línyömzenek
szekiszik	szekszik	cselekednek	szekisznek	szekszenek
süzölik	süzlik	cselekedne	süzölne	süzlene
sküszüdölik	sküszüdlik	cselekednek	sküszüdölnek	sküszüdlenek
timorozik	timorzik	cselekedtek	timoroztak	timorzottak
tíndapodik	tíndapdik	cselekedtek	tíndapodtak	tíndapdottak
szüszölik	szüszlik	cselekedne	szüszölne	szüszlene
nidrakudik	nidrakdik	cselekedni	nidrakudni	nidrakdani
vúrusalik	vúruslik	cselekedne	vúrusalna	vúruslana
ráludik	rálszik	cselekednek	ráludnak	rálszanak
vebüpűgeszik	vebüpűgszik	cselekedtek	vebüpűgesztek	vebüpűgszettek
teklüsilik	teklüslik	cselekedni	teklüsilni	teklüsleni
blosalik	bloslik	cselekedne	blosalna	bloslana
bezgíműsíjölik	bezgíműsíjlik	cselekedtek	bezgíműsíjöltek	bezgíműsíjlettek
káskamkoralik	káskamkorlik	cselekednek	káskamkoralnak	káskamkorlanak
relüszökezik	relüszökzik	cselekedne	relüszökezne	relüszökzene
físzílűrezik	físzílűrzik	cselekedni	físzílűrezni	físzílűrzeni
prénilik	prénlik	cselekednek	prénilnek	prénlenek
sűgysösedik	sűgysöslik	cselekedni	sűgysösedni	sűgysösleni
mívupodik	mívupdik	cselekedtek	mívupodtok	mívupdotok
morugodik	morugszik	cselekedne	morugodna	morugszana
sűszünizik	sűszünzik	cselekedtek	sűszüniztek	sűszünzettek
mekvemizik	mekvemzik	cselekedne	mekvemizne	mekvemzene
milöszönyelik	milöszönylik	cselekedtek	milöszönyeltek	milöszönylettek
renyözik	renyzik	cselekedni	renyözni	renyzeni
vőjözik	vőjzik	cselekedne	vőjözne	vőjzene
jénömíbügezik	jénömíbügzik	cselekedtek	jénömíbügeztek	jénömíbügzettek
szogyadógodik	szogyadógszik	cselekedtek	szogyadógodtok	szogyadógszotok
pósupodik	pósupszik	cselekedni	pósupodni	pósupszani
künvísűkénezik	künvísűkénzik	cselekedtek	künvísűkéneztek	künvísűkénzettek
firogarik	firogrik	cselekedtek	firogartok	firogrotok
fütöjezik	fütöjzik	cselekedtek	fütöjeztek	fütöjzettek
fálodik	fálszik	cselekedtek	fálodtok	fálszotok
ríkomárulik	ríkomárlik	cselekedtek	ríkomárultak	ríkomárlottak
fűgzegödik	fűgzegszik	cselekedtek	fűgzegödtek	fűgzegszettek
pőzsilik	pőzslik	cselekednek	pőzsilnek	pőzslenek
tőgüszik	tőgszik	cselekedni	tőgüszni	tőgszeni
káskamkoralik	káskamkorlik	cselekedtek	káskamkoraltok	káskamkorlotok
bépebözik	bépebzik	cselekedne	bépebözne	bépebzene
túpazsalik	túpazslik	cselekedni	túpazsalni	túpazslani
szetöszelik	szetöszlik	cselekedni	szetöszelni	szetöszleni
rofokaszik	rofokszik	cselekedni	rofokaszni	rofokszani
frogoszik	frogszik	cselekedne	frogoszna	frogszana
szonyulik	szonylik	cselekedne	szonyulna	szonylana
bekidik	bekdik	cselekednek	bekidnek	bekdenek
tünyözölik	tünyözlik	cselekedtek	tünyözöltek	tünyözlettek
krűsesidik	krűseslik	cselekednek	krűsesidnek	krűseslenek
böbedölik	böbedlik	cselekedni	böbedölni	böbedleni
fikakolik	fikaklik	cselekednek	fakoliknak	faklikanak
löjezik	löjzik	cselekedtek	löjeztek	löjzettek
fukuzik	fukzik	cselekedni	fukuzni	fukzani
pugaszik	pugszik	cselekednek	pugasznak	pugszanak
kupozsolik	kupozslik	cselekedni	kupozsolni	kupozslani
fotkígojozik	fotkígojzik	cselekedtek	fotkígojoztak	fotkígojzottak
vávukudik	vávukdik	cselekedtek	vávukudtok	vávukdotok
dírvejepödik	dírvejepdik	cselekedtek	dírvejepödtek	dírvejepdettek
dösügűselik	dösügűslik	cselekedtek	dösügűseltek	dösügűslettek
lüvejilik	lüvejlik	cselekednek	lüvejilnek	lüvejlenek
kizígürik	kizígrik	cselekedne	kizígürne	kizígrene
nugínyozik	nugínyzik	cselekedni	nugínyozni	nugínyzeni
süköredik	sükördik	cselekedni	süköredni	sükördeni
kűközik	kűkszik	cselekedni	kűközni	kűkszeni
kübetelik	kübetlik	cselekedtek	kübeteltek	kübetlettek
köndünölik	köndünlik	cselekednek	köndünölnek	köndünlenek
kagupkálanulik	kagupkálanlik	cselekedtek	kagupkálanultak	kagupkálanlottak
ríkodik	ríkdik	cselekedne	ríkodne	ríkdene
búfagorik	búfagrik	cselekednek	búfagornak	búfagranak
kotunyuzik	kotunyzik	cselekedtek	kotunyuztok	kotunyzotok
nuvisudik	nuvislik	cselekednek	nuvisudnek	nuvislenek
sőbizik	sőbzik	cselekedni	sőbizni	sőbzeni
ríndígedik	ríndígdik	cselekedni	ríndígedni	ríndígdeni
dőrödik	dőrdik	cselekedtek	dőrödtek	dőrdettek
lígarik	lígrik	cselekednek	lígarnek	lígrenek
mugogudik	mugogdik	cselekednek	mugogudnak	mugogdanak
vorígorik	vorígrik	cselekednek	vorígornek	vorígrenek
vedügedik	vedügszik	cselekedni	vedügedni	vedügszeni
fátíludik	fátílszik	cselekedne	fátíludne	fátílszene
kígedik	kígdik	cselekedtek	kígedtek	kígdettek
ditanyulik	ditanylik	cselekedni	ditanyulni	ditanylani
főreközik	főrekzik	cselekedni	főreközni	főrekzeni
dűjilik	dűjlik	cselekedtek	dűjiltek	dűjlettek
dazonuzik	dazonzik	cselekednek	dazonuznak	dazonzanak
büröszésedik	büröszéslik	cselekedni	büröszésedni	büröszésleni
panulik	panlik	cselekednek	panulnak	panlanak
fúpumúluszik	fúpumúlszik	cselekedtek	fúpumúlusztok	fúpumúlszotok
filszízalik	filszízlik	cselekedtek	filszízaltek	filszízlettek
szukuszik	szukszik	cselekedtek	szukusztak	szukszottak
kúmomágyukaszik	kúmomágyukszik	cselekedni	kúmomágyukaszni	kúmomágyukszani
pőgölik	pőglik	cselekednek	pőgölnek	pőglenek
kűtönelik	kűtönlik	cselekedni	kűtönelni	kűtönleni
szimuzik	szimzik	cselekednek	szimuznek	szimzenek
tipokozik	tipokszik	cselekedne	tipokozna	tipokszana
föbizik	föbzik	cselekednek	föbiznek	föbzenek
nutosodik	nutoslik	cselekedne	nutosodna	nutoslana
bóbímozik	bóbímzik	cselekednek	bóbímoznek	bóbímzenek
lákomozik	lákomzik	cselekedtek	lákomoztak	lákomzottak
brígörik	brígrik	cselekednek	brígörnek	brígrenek
vírodik	vírdik	cselekedne	vírodne	vírdene
kekirödik	kekirdik	cselekedni	kekirödni	kekirdeni
büvíjezik	büvíjzik	cselekedtek	büvíjeztek	büvíjzettek
kuzsolik	kuzslik	cselekedni	kuzsolni	kuzslani
szévinkőnölik	szévinkőnlik	cselekedni	szévinkőnölni	szévinkőnleni
tüszelik	tüszlik	cselekednek	tüszelnek	tüszlenek
mőgöködik	mőgökdik	cselekedtek	mőgöködtek	mőgökdettek
bőfekéköszik	bőfekékszik	cselekedtek	bőfekékösztek	bőfekékszettek
vinigyügözik	vinigyügzik	cselekedne	vinigyügözne	vinigyügzene
kómozágodik	kómozágszik	cselekednek	kómozágodnak	kómozágszanak
dőgedik	dőgszik	cselekedni	dőgedni	dőgszeni
mépökiszik	mépökszik	cselekedne	mépökiszne	mépökszene
tüdögödik	tüdögdik	cselekednek	tüdögödnek	tüdögdenek
pűfelidik	pűfelszik	cselekednek	pűfelidnek	pűfelszenek
mízerözik	mízerzik	cselekedne	mízerözne	mízerzene
jorikuzik	jorikszik	cselekednek	joruziknek	jorszikenek
múkaszik	múkszik	cselekedtek	múkasztok	múkszotok
milekebüridik	milekebürdik	cselekednek	milekebüridnek	milekebürdenek
brígörik	brígrik	cselekedne	brígörne	brígrene
vőfekedik	vőfekszik	cselekedtek	vőfekedtek	vőfekszettek
tüszelik	tüszlik	cselekedne	tüszelne	tüszlene
teklüsilik	teklüslik	cselekedtek	teklüsiltek	teklüslettek
kőmelik	kőmlik	cselekednek	kőmelnek	kőmlenek
pralolodik	pralolszik	cselekedne	pralolodna	pralolszana
fúkakozik	fúkakszik	cselekedni	fúkakozni	fúkakszani
vőpödik	vőpszik	cselekednek	vőpödnek	vőpszenek
büjelik	büjlik	cselekedni	büjelni	büjleni
rédüzígitölik	rédüzígitlik	cselekedne	rédüzígitölne	rédüzígitlene
blosalik	bloslik	cselekedni	blosalni	bloslani
szémlinyikedik	szémlinyikdik	cselekedtek	szémlinyediktek	szémlinydikettek
bílukulik	bíluklik	cselekedtek	bílukultok	bíluklotok
strokirulik	strokirlik	cselekedne	strokirulne	strokirlene
pósupodik	pósupszik	cselekedtek	pósupodtok	pósupszotok
söszígilik	söszíglik	cselekedtek	söszígiltek	söszíglettek
baspoltulodik	baspoltulszik	cselekedtek	baspoltulodtak	baspoltulszottak
vósalik	vóslik	cselekedne	vósalna	vóslana
dibarozik	dibarzik	cselekednek	dibaroznak	dibarzanak
tünyözölik	tünyözlik	cselekedni	tünyözölni	tünyözleni
sűgígözik	sűgígzik	cselekedtek	sűgígöztek	sűgígzettek
vóbirudik	vóbirdik	cselekedtek	vóbirudtek	vóbirdettek
dóbozik	dóbzik	cselekedtek	dóboztok	dóbzotok
fubagulik	fubaglik	cselekedni	fubagulni	fubaglani
lópodik	lópdik	cselekedtek	lópodtak	lópdottak
kigürik	kigrik	cselekednek	kigürnek	kigrenek
báduluszik	bádulszik	cselekedtek	bádulusztak	bádulszottak
böstizsölik	böstizslik	cselekedtek	böstizsöltek	böstizslettek
bóbímozik	bóbímzik	cselekedtek	bóbímoztek	bóbímzettek
ríkodik	ríkdik	cselekedni	ríkodni	ríkdeni
röpegelik	röpeglik	cselekedtek	röpegeltek	röpeglettek
möpedik	möpszik	cselekedtek	möpedtek	möpszettek
vözsödilik	vözsödlik	cselekedtek	vözsödiltek	vözsödlettek
timorozik	timorzik	cselekedni	timorozni	timorzani
gőkezik	gőkzik	cselekedne	gőkezne	gőkzene
sélebözik	sélebzik	cselekedtek	séleböztek	sélebzettek
vúrozukozik	vúrozukzik	cselekedtek	vúrozukoztak	vúrozukzottak
kekizik	kekzik	cselekedne	kekizne	kekzene
bovupudik	bovupszik	cselekedtek	bovupudtak	bovupszottak
tinyugodik	tinyugszik	cselekednek	tinyugodnak	tinyugszanak
kávitakalik	kávitaklik	cselekedtek	kávitakaltak	kávitaklottak
taszulánozik	taszulánzik	cselekedtek	taszulánoztok	taszulánzotok
prigerik	prigrik	cselekedtek	prigertek	prigrettek
zsütüpidik	zsütüpszik	cselekednek	zsütüpidnek	zsütüpszenek
kéfívübékölik	kéfívübéklik	cselekedtek	kéfívübéköltek	kéfívübéklettek
tonyuzik	tonyzik	cselekedne	tonyuzna	tonyzana
kűszöszéküszik	kűszöszékszik	cselekedni	kűszöszéküszni	kűszöszékszeni
kónyíruzik	kónyírzik	cselekedne	kónyíruzne	kónyírzene
vírarudik	vírardik	cselekedne	vírarudna	vírardana
lögödik	lögszik	cselekedni	lögödni	lögszeni
lédeközik	lédekzik	cselekedtek	lédeköztek	lédekzettek
naskikúrodik	naskikúrdik	cselekedne	naskúrodikna	naskúrdikana
vorígorik	vorígrik	cselekedtek	vorígortek	vorígrettek
bünyölik	bünylik	cselekedtek	bünyöltek	bünylettek
fősípedik	fősípdik	cselekedtek	fősípedtek	fősípdettek
szűtiködik	szűtikdik	cselekednek	szűtödiknek	szűtdikenek
sűrüridik	sűrürdik	cselekedtek	sűrüridtek	sűrürdettek
prigerik	prigrik	cselekednek	prigernek	prigrenek
rötömözik	rötömzik	cselekednek	rötömöznek	rötömzenek
nokovónolik	nokovónlik	cselekednek	nokovónolnak	nokovónlanak
tüdögödik	tüdögdik	cselekedtek	tüdögödtek	tüdögdettek
kuzalik	kuzlik	cselekedtek	kuzaltok	kuzlotok
fúzísodik	fúzíslik	cselekednek	fúzísodnek	fúzíslenek
ríndígedik	ríndígdik	cselekedne	ríndígedne	ríndígdene
beveködik	bevekdik	cselekedni	beveködni	bevekdeni
túsíkuszik	túsíkszik	cselekedni	túsíkuszni	túsíkszeni
tükizik	tükzik	cselekedni	tükizni	tükzeni
fotyumolik	fotyumlik	cselekednek	fotyumolnak	fotyumlanak
rizalik	rizlik	cselekedne	rizalne	rizlene
bónagodik	bónagszik	cselekednek	bónagodnak	bónagszanak
kevütéledik	kevütélszik	cselekednek	kevütélednek	kevütélszenek
bünyölik	bünylik	cselekedtek	bünyöltek	bünylettek
sígurik	sígrik	cselekedne	sígurne	sígrene
lőtölik	lőtlik	cselekedni	lőtölni	lőtleni
mílgímuzik	mílgímzik	cselekednek	mílgímuznek	mílgímzenek
kőgürik	kőgrik	cselekedtek	kőgürtek	kőgrettek
bürsilöszik	bürsilszik	cselekedne	bürsilöszne	bürsilszene
tódolik	tódlik	cselekedtek	tódoltok	tódlotok
fikakolik	fikaklik	cselekedne	fakolikna	faklikana
vávukudik	vávukdik	cselekednek	vávukudnak	vávukdanak
lerökizik	lerökzik	cselekednek	lerökiznek	lerökzenek
laszunolik	laszunlik	cselekedne	laszunolna	laszunlana
jénömíbügezik	jénömíbügzik	cselekednek	jénömíbügeznek	jénömíbügzenek
lustídulik	lustídlik	cselekedne	lustídulne	lustídlene
tégitűzőgedik	tégitűzőgdik	cselekedni	tégitűzőgedni	tégitűzőgdeni
podakodik	podakdik	cselekedtek	podakodtak	podakdottak
vözsödilik	vözsödlik	cselekedtek	vözsödiltek	vözsödlettek
jazísalik	jazíslik	cselekedtek	jazísaltek	jazíslettek
tűldönyölik	tűldönylik	cselekedtek	tűldönyöltek	tűldönylettek
nokovónolik	nokovónlik	cselekedtek	nokovónoltak	nokovónlottak
kagodik	kagdik	cselekedni	kagodni	kagdani
vedügedik	vedügszik	cselekednek	vedügednek	vedügszenek
kőselőközik	kőselőkzik	cselekedtek	kőselőköztek	kőselőkzettek
kontagulik	kontaglik	cselekedtek	kontagultok	kontaglotok
mugogudik	mugogdik	cselekedtek	mugogudtok	mugogdotok
tőgüszik	tőgszik	cselekedne	tőgüszne	tőgszene
pigugaszik	pigugszik	cselekednek	pigugasznak	pigugszanak
lőtölik	lőtlik	cselekednek	lőtölnek	lőtlenek
mojozik	mojzik	cselekedtek	mojoztak	mojzottak
pűnyözik	pűnyzik	cselekedne	pűnyözne	pűnyzene
pőtölik	pőtlik	cselekedtek	pőtöltek	pőtlettek
fépidik	fépdik	cselekedtek	fépidtek	fépdettek
vözsödilik	vözsödlik	cselekednek	vözsödilnek	vözsödlenek
fiskümölik	fiskümlik	cselekedni	fiskümölni	fiskümleni
vinigyügözik	vinigyügzik	cselekednek	vinigyügöznek	vinigyügzenek
szogyadógodik	szogyadógszik	cselekedni	szogyadógodni	szogyadógszani
girzenögdeközik	girzenögdekzik	cselekedni	girzenögdeközni	girzenögdekzeni
ránozik	ránzik	cselekednek	ránoznak	ránzanak
fádakuzik	fádakszik	cselekedne	fádakuzna	fádakszana
fátíludik	fátílszik	cselekedni	fátíludni	fátílszeni
