base	baseline_log_odds	dat_id	record_date	part_id	part_gender	part_yob	part_edu	list_number	trial_kind	trial_index	stimulus	choice1	choice2	response	response_string	esp_response	esp_match	rt	time_elapsed	file_name	variation	column	log_odds	variant1	variant2	nsyl	suffix	sample_number	word_rank	top_20	bottom_20	reg_rate	reg_dist	picked_left	picked_v1	esp_v1	picked_majority	i
flitlik	1.6486586255873816	hungarian-esp_esp_participant_SESSION_2023-06-19_16h52.02.524.csv	2023-06-19T16:52:00Z	5ef5f78600093427dfd5e120	nő	1995	16	4	posttest trial	150	Te bizony sokat flitlasz. Én is sokat...	flitlom	flitlok	1	flitlok	NA	NA	3247	1225012	lakok_2_high_reversed	lakok/lakom	29	1.6486586255873816	flitlok	flitlom	1	NA	2	3	TRUE	FALSE	low	reversed	FALSE	TRUE	NA	NA	69
flűgzik / flűgözik	0.32542240043462795	hungarian-esp_esp_participant_SESSION_2023-06-20_19h54.21.103.csv	2023-06-20T19:54:00Z	5e8a66381afb2c714058b57b	férfi	1997	11	4	posttest trial	150	János imád flűgözni, ezért sokat flűgzik. Mi ritkán...	flűgzünk	flűgözünk	1	flűgözünk	NA	NA	3674	1116322	cselekszenek_2_high_reversed	cselekszenek/cselekednek	5	0.32542240043462795	flűgzünk	flűgözünk	1	ünk	2	18	FALSE	FALSE	low	reversed	FALSE	FALSE	NA	NA	78
flüröklik / flüröközik	0.1941560144409574	hungarian-esp_esp_participant_SESSION_2023-06-20_18h56.11.750.csv	2023-06-20T18:56:00Z	60da38f17aa096bb17c836e5	férfi	2003	14	4	posttest trial	150	János imád flüröközni, ezért sokat flüröklik. Ti ritkán...	flüröklötök	flürököztök	0	flüröklötök	NA	NA	4081	873104	cselekszenek_2_high_reversed	cselekszenek/cselekednek	5	0.1941560144409574	flüröklötök	flürököztök	2	tek	2	23	FALSE	FALSE	low	reversed	TRUE	TRUE	NA	NA	83
frálaslik / frálasozik	0.4595323293784402	hungarian-esp_esp_participant_SESSION_2023-06-20_19h37.21.139.csv	2023-06-20T19:37:00Z	5f99dc8aa866bf0bf2d60f46	férfi	2001	15	4	posttest trial	150	János imád frálasozni, ezért sokat frálaslik. Ők ritkán...	frálaslanak	frálasoznak	1	frálasoznak	NA	NA	5850	1288231	cselekszenek_2_high_reversed	cselekszenek/cselekednek	5	0.4595323293784402	frálaslanak	frálasoznak	2	nek	2	12	TRUE	FALSE	low	reversed	FALSE	FALSE	NA	NA	81
jonylik	0.8938178760220965	hungarian-esp_esp_participant_SESSION_2023-06-19_17h16.40.212.csv	2023-06-19T17:16:00Z	60d3acd071e98de7a42743ac	nő	2003	14	4	posttest trial	150	Te bizony sokat jonylasz. Én is sokat...	jonylom	jonylok	1	jonylok	NA	NA	1546	704802	lakok_2_high_reversed	lakok/lakom	29	0.8938178760220965	jonylok	jonylom	1	NA	2	12	TRUE	FALSE	low	reversed	FALSE	TRUE	NA	NA	85
klaráglik	0.965080896043587	hungarian-esp_esp_participant_SESSION_2023-06-19_17h24.08.75.csv	2023-06-19T17:24:00Z	605896a739d40fa144496f26	férfi	1999	16	4	posttest trial	150	Te bizony sokat klaráglasz. Én is sokat...	klaráglok	klaráglom	1	klaráglom	NA	NA	423	754052	lakok_2_high_reversed	lakok/lakom	29	0.965080896043587	klaráglok	klaráglom	2	NA	2	10	TRUE	FALSE	low	reversed	FALSE	FALSE	NA	NA	85
klehénylik / klehényezik	0.32542240043462795	hungarian-esp_esp_participant_SESSION_2023-06-20_20h55.58.469.csv	2023-06-20T20:55:00Z	60fd5bfe72f9b6d7779b4691	nő	2000.12.21	13	4	posttest trial	150	János imád klehényezni, ezért sokat klehénylik. Ti ritkán...	klehényeztek	klehényletek	0	klehényeztek	NA	NA	4686	808800	cselekszenek_2_high_reversed	cselekszenek/cselekednek	5	0.32542240043462795	klehényletek	klehényeztek	2	tek	2	19	FALSE	FALSE	low	reversed	TRUE	FALSE	NA	NA	83
klétszik	-0.2876820724517809	hungarian-esp_esp_participant_SESSION_2023-06-19_17h21.38.129.csv	2023-06-19T17:21:00Z	6140ff9c5750f0081ca8d71f	férfi	2001	15	4	posttest trial	150	Te bizony sokat klétszel. Én is sokat...	klétszek	klétszem	0	klétszek	NA	NA	5335	938423	lakok_2_high_reversed	lakok/lakom	29	-0.2876820724517809	klétszek	klétszem	1	NA	2	40	FALSE	TRUE	low	reversed	TRUE	TRUE	NA	NA	81
lörűdzik	-0.2076393647782445	hungarian-esp_esp_participant_SESSION_2023-06-19_17h25.05.820.csv	2023-06-19T17:25:00Z	608adf0cc8637f7f395352b1	férfi	2000	145	4	posttest trial	150	Te bizony sokat lörűdzöl. Én is sokat...	lörűdzök	lörűdzöm	0	lörűdzök	NA	NA	2574	761148	lakok_2_high_reversed	lakok/lakom	29	-0.2076393647782445	lörűdzök	lörűdzöm	2	NA	2	39	FALSE	FALSE	low	reversed	TRUE	TRUE	NA	NA	85
mülőrzik / mülőrözik	0.28768207245178085	hungarian-esp_esp_participant_SESSION_2023-06-20_18h50.39.987.csv	2023-06-20T18:50:00Z	5f452661c5a1b50a817ab094	férfi	1999	12	4	posttest trial	150	János imád mülőrözni, ezért sokat mülőrzik. Mi ritkán...	mülőrzünk	mülőrözünk	1	mülőrözünk	NA	NA	2296	771637	cselekszenek_2_high_reversed	cselekszenek/cselekednek	5	0.28768207245178085	mülőrzünk	mülőrözünk	2	ünk	2	20	FALSE	FALSE	low	reversed	FALSE	FALSE	NA	NA	85
nűröklik	-0.1941560144409575	hungarian-esp_esp_participant_SESSION_2023-06-19_17h17.57.112.csv	2023-06-19T17:17:00Z	5fd7cd077541e708f2a10aed	nő	1994	17	4	posttest trial	150	Te bizony sokat nűröklesz. Én is sokat...	nűröklök	nűröklöm	0	nűröklök	NA	NA	1892	769756	lakok_2_high_reversed	lakok/lakom	29	-0.1941560144409575	nűröklök	nűröklöm	2	NA	2	37	FALSE	FALSE	low	reversed	TRUE	TRUE	NA	NA	85
pilégszik / pilégedik	0.6418538861723947	hungarian-esp_esp_participant_SESSION_2023-06-20_20h21.16.104.csv	2023-06-20T20:21:00Z	6044cde18ec25456d2bd9d99	férfi	2002	14	4	posttest trial	150	János imád pilégedni, ezért sokat pilégszik. Ők ritkán...	pilégednek	pilégszenek	1	pilégszenek	NA	NA	2771	1132044	cselekszenek_2_high_reversed	cselekszenek/cselekednek	5	0.6418538861723947	pilégszenek	pilégednek	2	nek	2	7	TRUE	FALSE	low	reversed	FALSE	TRUE	NA	NA	80
plugzik	-0.325422400434628	hungarian-esp_esp_participant_SESSION_2023-06-19_17h24.45.272.csv	2023-06-19T17:24:00Z	612058b64e8bd208d39fbe68	Nő	2000	16	4	posttest trial	150	Te bizony sokat plugzol. Én is sokat...	plugzok	plugzom	0	plugzok	NA	NA	2524	924351	lakok_2_high_reversed	lakok/lakom	29	-0.325422400434628	plugzok	plugzom	1	NA	2	42	FALSE	TRUE	low	reversed	TRUE	TRUE	NA	NA	84
püzlik / püzözik	-0.06899287148695143	hungarian-esp_esp_participant_SESSION_2023-06-20_18h47.41.894.csv	2023-06-20T18:47:00Z	6139181353b6c04cb2d95d8d	férfi	2003	14	4	posttest trial	150	János imád püzözni, ezért sokat püzlik. Ti ritkán...	püzöztök	püzlötök	1	püzlötök	NA	NA	3619	775932	cselekszenek_2_high_reversed	cselekszenek/cselekednek	5	-0.06899287148695143	püzlötök	püzöztök	1	tek	2	36	FALSE	FALSE	low	reversed	FALSE	TRUE	NA	NA	83
püzlik / püzözik	-0.06899287148695143	hungarian-esp_esp_participant_SESSION_2023-06-20_19h36.31.354.csv	2023-06-20T19:36:00Z	5c7cf1adc8c9920015d0bc60	férfi	1995	21	4	posttest trial	150	János imád püzözni, ezért sokat püzlik. Ti ritkán...	püzlötök	püzöztök	1	püzöztök	NA	NA	3178	976274	cselekszenek_2_high_reversed	cselekszenek/cselekednek	5	-0.06899287148695143	püzlötök	püzöztök	1	tek	2	36	FALSE	FALSE	low	reversed	FALSE	FALSE	NA	NA	85
spihemlik	2.159484249353372	hungarian-esp_esp_participant_SESSION_2023-06-19_17h27.46.511.csv	2023-06-19T17:27:00Z	5df97fcd11d8796fd29e85e3	Férfi	1998	14	4	posttest trial	150	Te bizony sokat spihemlesz. Én is sokat...	spihemlem	spihemlek	1	spihemlek	NA	NA	2289	875425	lakok_2_high_reversed	lakok/lakom	29	2.159484249353372	spihemlek	spihemlem	2	NA	2	1	TRUE	FALSE	low	reversed	FALSE	TRUE	NA	NA	84
spubonylik	1.2321436812926323	hungarian-esp_esp_participant_SESSION_2023-06-19_17h22.40.51.csv	2023-06-19T17:22:00Z	5f632ea32e85353d93872c67	Férfi	1999	13	4	posttest trial	150	Te bizony sokat spubonylasz. Én is sokat...	spubonylom	spubonylok	1	spubonylok	NA	NA	2065	1036215	lakok_2_high_reversed	lakok/lakom	29	1.2321436812926323	spubonylok	spubonylom	2	NA	2	7	TRUE	FALSE	low	reversed	FALSE	TRUE	NA	NA	77
spubonylik	1.2321436812926323	hungarian-esp_esp_participant_SESSION_2023-06-19_17h24.12.147.csv	2023-06-19T17:24:00Z	5e1dff99f0b71e166a571d7f	nő	1996	17	4	posttest trial	150	Te bizony sokat spubonylasz. Én is sokat...	spubonylok	spubonylom	1	spubonylom	NA	NA	824	876016	lakok_2_high_reversed	lakok/lakom	29	1.2321436812926323	spubonylok	spubonylom	2	NA	2	7	TRUE	FALSE	low	reversed	FALSE	FALSE	NA	NA	80
spügzik / spügözik	0.4595323293784402	hungarian-esp_esp_participant_SESSION_2023-06-20_21h04.43.810.csv	2023-06-20T21:04:00Z	61717173748006894b2b54ff	Férfi	2003	12	4	posttest trial	150	János imád spügözni, ezért sokat spügzik. Mi ritkán...	spügzünk	spügözünk	0	spügzünk	NA	NA	5125	855374	cselekszenek_2_high_reversed	cselekszenek/cselekednek	5	0.4595323293784402	spügzünk	spügözünk	1	ünk	2	13	TRUE	FALSE	low	reversed	TRUE	TRUE	NA	NA	85
szibánylik	0.7985076962177716	hungarian-esp_esp_participant_SESSION_2023-06-19_17h21.25.415.csv	2023-06-19T17:21:00Z	5f325435f0fc671a7434cabe	férfi	1995	12	4	posttest trial	150	Te bizony sokat szibánylasz. Én is sokat...	szibánylom	szibánylok	1	szibánylok	NA	NA	1730	907744	lakok_2_high_reversed	lakok/lakom	29	0.7985076962177716	szibánylok	szibánylom	2	NA	2	14	TRUE	FALSE	low	reversed	FALSE	TRUE	NA	NA	84
sztrijzik	0.14310084364067324	hungarian-esp_esp_participant_SESSION_2023-06-19_17h21.19.780.csv	2023-06-19T17:21:00Z	607cabdfb9addc46d23a0f19	férfi	1997	16	4	posttest trial	150	Te bizony sokat sztrijzol. Én is sokat...	sztrijzom	sztrijzok	1	sztrijzok	NA	NA	2968	979705	lakok_2_high_reversed	lakok/lakom	29	0.14310084364067324	sztrijzok	sztrijzom	1	NA	2	29	FALSE	FALSE	low	reversed	FALSE	TRUE	NA	NA	83
trádlik	0.4353180712578455	hungarian-esp_esp_participant_SESSION_2023-06-19_17h23.34.697.csv	2023-06-19T17:23:00Z	60bf79a315a10bd3d21b3a96	nő	1998	17	4	posttest trial	150	Te bizony sokat trádlasz. Én is sokat...	trádlom	trádlok	0	trádlom	NA	NA	652	904766	lakok_2_high_reversed	lakok/lakom	29	0.4353180712578455	trádlok	trádlom	1	NA	2	24	FALSE	FALSE	low	reversed	TRUE	FALSE	NA	NA	81
treglik	0.7472144018302211	hungarian-esp_esp_participant_SESSION_2023-06-19_18h35.41.386.csv	2023-06-19T18:35:00Z	60febbf6684ed23d1eec2db6	nő	1998	17	4	posttest trial	150	Te bizony sokat treglesz. Én is sokat...	treglem	treglek	0	treglem	NA	NA	1419	736574	lakok_2_high_reversed	lakok/lakom	29	0.7472144018302211	treglek	treglem	1	NA	2	15	TRUE	FALSE	low	reversed	TRUE	FALSE	NA	NA	85
virzik / virozik	0	hungarian-esp_esp_participant_SESSION_2023-06-20_18h54.16.43.csv	2023-06-20T18:54:00Z	5d3c6e745602310001bca8aa	nő	1996	18	4	posttest trial	150	János imád virozni, ezért sokat virzik. Ők ritkán...	viroznak	virzanak	0	viroznak	NA	NA	3971	936626	cselekszenek_2_high_reversed	cselekszenek/cselekednek	5	0	virzanak	viroznak	1	nek	2	33	FALSE	FALSE	low	reversed	TRUE	FALSE	NA	NA	85
bivégszik	-1.0560526742493137	hungarian-esp_esp_participant_SESSION_2023-06-19_17h21.38.129.csv	2023-06-19T17:21:00Z	6140ff9c5750f0081ca8d71f	férfi	2001	15	4	posttest trial	151	Te bizony sokat bivégszel. Én is sokat...	bivégszek	bivégszem	1	bivégszem	NA	NA	5556	944490	lakok_2_high_reversed	lakok/lakom	29	-1.0560526742493137	bivégszek	bivégszem	2	NA	2	54	FALSE	TRUE	low	reversed	FALSE	FALSE	NA	NA	82
brubzik	0.3483066942682158	hungarian-esp_esp_participant_SESSION_2023-06-19_17h24.45.272.csv	2023-06-19T17:24:00Z	612058b64e8bd208d39fbe68	Nő	2000	16	4	posttest trial	151	Te bizony sokat brubzol. Én is sokat...	brubzok	brubzom	0	brubzok	NA	NA	1455	926319	lakok_2_high_reversed	lakok/lakom	29	0.3483066942682158	brubzok	brubzom	1	NA	2	25	FALSE	FALSE	low	reversed	TRUE	TRUE	NA	NA	85
csibagzik / csibagozik	-0.7985076962177716	hungarian-esp_esp_participant_SESSION_2023-06-20_19h57.35.629.csv	2023-06-20T19:57:00Z	6151b07ac0d164fdd7e53100	férfi	2000	16	4	posttest trial	151	János imád csibagozni, ezért sokat csibagzik. Ti ritkán...	csibagzotok	csibagoztok	1	csibagoztok	NA	NA	1273	768536	cselekszenek_2_high_reversed	cselekszenek/cselekednek	5	-0.7985076962177716	csibagzotok	csibagoztok	2	tek	2	52	FALSE	TRUE	low	reversed	FALSE	FALSE	NA	NA	84
drűrzik / drűrözik	-0.3483066942682157	hungarian-esp_esp_participant_SESSION_2023-06-20_21h04.43.810.csv	2023-06-20T21:04:00Z	61717173748006894b2b54ff	Férfi	2003	12	4	posttest trial	151	János imád drűrözni, ezért sokat drűrzik. Ők ritkán...	drűröznek	drűrzenek	0	drűröznek	NA	NA	5923	861798	cselekszenek_2_high_reversed	cselekszenek/cselekednek	5	-0.3483066942682157	drűrzenek	drűröznek	1	nek	2	44	FALSE	TRUE	low	reversed	TRUE	FALSE	NA	NA	86
filágzik	-0.9650808960435872	hungarian-esp_esp_participant_SESSION_2023-06-19_17h23.34.697.csv	2023-06-19T17:23:00Z	60bf79a315a10bd3d21b3a96	nő	1998	17	4	posttest trial	151	Te bizony sokat filágzol. Én is sokat...	filágzok	filágzom	1	filágzom	NA	NA	552	905821	lakok_2_high_reversed	lakok/lakom	29	-0.9650808960435872	filágzok	filágzom	2	NA	2	53	FALSE	TRUE	low	reversed	FALSE	FALSE	NA	NA	82
flehékszik	-0.5978370007556204	hungarian-esp_esp_participant_SESSION_2023-06-19_18h35.41.386.csv	2023-06-19T18:35:00Z	60febbf6684ed23d1eec2db6	nő	1998	17	4	posttest trial	151	Te bizony sokat flehékszel. Én is sokat...	flehékszek	flehékszem	1	flehékszem	NA	NA	2282	739357	lakok_2_high_reversed	lakok/lakom	29	-0.5978370007556204	flehékszek	flehékszem	2	NA	2	48	FALSE	TRUE	low	reversed	FALSE	FALSE	NA	NA	86
flehénylik	1.5686159179138452	hungarian-esp_esp_participant_SESSION_2023-06-19_17h19.19.189.csv	2023-06-19T17:19:00Z	5df2235d5a34251266ea645e	férfi	1997	16	4	posttest trial	151	Te bizony sokat flehénylesz. Én is sokat...	flehénylem	flehénylek	0	flehénylem	NA	NA	662	651882	lakok_2_high_reversed	lakok/lakom	29	1.5686159179138452	flehénylek	flehénylem	2	NA	2	4	TRUE	FALSE	low	reversed	TRUE	FALSE	NA	NA	86
flöklik / flöközik	-0.1431008436406733	hungarian-esp_esp_participant_SESSION_2023-06-20_20h21.16.104.csv	2023-06-20T20:21:00Z	6044cde18ec25456d2bd9d99	férfi	2002	14	4	posttest trial	151	János imád flöközni, ezért sokat flöklik. Ti ritkán...	flöklötök	flököztök	0	flöklötök	NA	NA	5067	1137612	cselekszenek_2_high_reversed	cselekszenek/cselekednek	5	-0.1431008436406733	flöklötök	flököztök	1	tek	2	37	FALSE	FALSE	low	reversed	TRUE	TRUE	NA	NA	81
flüröklik / flüröközik	0.1941560144409574	hungarian-esp_esp_participant_SESSION_2023-06-20_21h42.09.839.csv	2023-06-20T21:42:00Z	606b510f116c085254237946	Férfi	2002	14	4	posttest trial	151	János imád flüröközni, ezért sokat flüröklik. Ti ritkán...	flüröklötök	flürököztök	0	flüröklötök	NA	NA	5515	965971	cselekszenek_2_high_reversed	cselekszenek/cselekednek	5	0.1941560144409574	flüröklötök	flürököztök	2	tek	2	23	FALSE	FALSE	low	reversed	TRUE	TRUE	NA	NA	82
fraklik / frakozik	0.20763936477824457	hungarian-esp_esp_participant_SESSION_2023-06-20_18h50.39.987.csv	2023-06-20T18:50:00Z	5f452661c5a1b50a817ab094	férfi	1999	12	4	posttest trial	151	János imád frakozni, ezért sokat fraklik. Mi ritkán...	fraklunk	frakozunk	1	frakozunk	NA	NA	1788	773929	cselekszenek_2_high_reversed	cselekszenek/cselekednek	5	0.20763936477824457	fraklunk	frakozunk	1	ünk	2	21	FALSE	FALSE	low	reversed	FALSE	FALSE	NA	NA	86
fraklik / frakozik	0.20763936477824457	hungarian-esp_esp_participant_SESSION_2023-06-20_19h12.45.613.csv	2023-06-20T19:12:00Z	60fddc9ee6bb457b10b9a7ae	nő	2003	14	4	posttest trial	151	János imád frakozni, ezért sokat fraklik. Mi ritkán...	fraklunk	frakozunk	1	frakozunk	NA	NA	3551	830881	cselekszenek_2_high_reversed	cselekszenek/cselekednek	5	0.20763936477824457	fraklunk	frakozunk	1	ünk	2	21	FALSE	FALSE	low	reversed	FALSE	FALSE	NA	NA	83
gyibeslik	0.6418538861723947	hungarian-esp_esp_participant_SESSION_2023-06-19_16h41.14.732.csv	2023-06-19T16:41:00Z	600e8770316e2671811f49ac	Férfi	1997	17	4	posttest trial	151	Te bizony sokat gyibeslesz. Én is sokat...	gyibeslek	gyibeslem	0	gyibeslek	NA	NA	402	870936	lakok_2_high_reversed	lakok/lakom	29	0.6418538861723947	gyibeslek	gyibeslem	2	NA	2	18	FALSE	FALSE	low	reversed	TRUE	TRUE	NA	NA	86
gyibeslik	0.6418538861723947	hungarian-esp_esp_participant_SESSION_2023-06-19_17h21.25.415.csv	2023-06-19T17:21:00Z	5f325435f0fc671a7434cabe	férfi	1995	12	4	posttest trial	151	Te bizony sokat gyibeslesz. Én is sokat...	gyibeslem	gyibeslek	1	gyibeslek	NA	NA	1540	909794	lakok_2_high_reversed	lakok/lakom	29	0.6418538861723947	gyibeslek	gyibeslem	2	NA	2	18	FALSE	FALSE	low	reversed	FALSE	TRUE	NA	NA	85
gyihegzik / gyihegezik	-0.325422400434628	hungarian-esp_esp_participant_SESSION_2023-06-20_21h15.51.957.csv	2023-06-20T21:15:00Z	61080f315a313dab03ea1cde	Férfi	1997	12	4	posttest trial	151	János imád gyihegezni, ezért sokat gyihegzik. Ti ritkán...	gyihegeztek	gyihegzetek	0	gyihegeztek	NA	NA	238	897160	cselekszenek_2_high_reversed	cselekszenek/cselekednek	5	-0.325422400434628	gyihegzetek	gyihegeztek	2	tek	2	43	FALSE	TRUE	low	reversed	TRUE	FALSE	NA	NA	85
huroslik	1.0560526742493137	hungarian-esp_esp_participant_SESSION_2023-06-19_17h27.46.511.csv	2023-06-19T17:27:00Z	5df97fcd11d8796fd29e85e3	Férfi	1998	14	4	posttest trial	151	Te bizony sokat huroslasz. Én is sokat...	huroslok	huroslom	1	huroslom	NA	NA	1489	877427	lakok_2_high_reversed	lakok/lakom	29	1.0560526742493137	huroslok	huroslom	2	NA	2	9	TRUE	FALSE	low	reversed	FALSE	FALSE	NA	NA	85
jonylik	0.8938178760220965	hungarian-esp_esp_participant_SESSION_2023-06-19_17h25.58.14.csv	2023-06-19T17:25:00Z	610032aa2ae56976d71d296d	nő	2001	16	4	posttest trial	151	Te bizony sokat jonylasz. Én is sokat...	jonylom	jonylok	1	jonylok	NA	NA	2086	733974	lakok_2_high_reversed	lakok/lakom	29	0.8938178760220965	jonylok	jonylom	1	NA	2	12	TRUE	FALSE	low	reversed	FALSE	TRUE	NA	NA	83
klivaslik	0.9162907318741552	hungarian-esp_esp_participant_SESSION_2023-06-19_17h24.12.147.csv	2023-06-19T17:24:00Z	5e1dff99f0b71e166a571d7f	nő	1996	17	4	posttest trial	151	Te bizony sokat klivaslasz. Én is sokat...	klivaslom	klivaslok	0	klivaslom	NA	NA	1091	877615	lakok_2_high_reversed	lakok/lakom	29	0.9162907318741552	klivaslok	klivaslom	2	NA	2	11	TRUE	FALSE	low	reversed	TRUE	FALSE	NA	NA	81
lörűdzik	-0.2076393647782445	hungarian-esp_esp_participant_SESSION_2023-06-19_17h16.40.212.csv	2023-06-19T17:16:00Z	60d3acd071e98de7a42743ac	nő	2003	14	4	posttest trial	151	Te bizony sokat lörűdzöl. Én is sokat...	lörűdzöm	lörűdzök	1	lörűdzök	NA	NA	1511	706814	lakok_2_high_reversed	lakok/lakom	29	-0.2076393647782445	lörűdzök	lörűdzöm	2	NA	2	39	FALSE	FALSE	low	reversed	FALSE	TRUE	NA	NA	86
mágamlik / mágamozik	0.5877866649021191	hungarian-esp_esp_participant_SESSION_2023-06-20_18h55.38.575.csv	2023-06-20T18:55:00Z	607b14f74a8418d7b787ce33	férfi	2001	14	4	posttest trial	151	János imád mágamozni, ezért sokat mágamlik. Mi ritkán...	mágamozunk	mágamlunk	0	mágamozunk	NA	NA	3154	991066	cselekszenek_2_high_reversed	cselekszenek/cselekednek	5	0.5877866649021191	mágamlunk	mágamozunk	2	ünk	2	9	TRUE	FALSE	low	reversed	TRUE	FALSE	NA	NA	84
molszik / molodik	0.8938178760220965	hungarian-esp_esp_participant_SESSION_2023-06-20_18h54.16.43.csv	2023-06-20T18:54:00Z	5d3c6e745602310001bca8aa	nő	1996	18	4	posttest trial	151	János imád molodni, ezért sokat molszik. Ti ritkán...	molodtok	molszotok	0	molodtok	NA	NA	3094	940222	cselekszenek_2_high_reversed	cselekszenek/cselekednek	5	0.8938178760220965	molszotok	molodtok	1	tek	2	2	TRUE	FALSE	low	reversed	TRUE	FALSE	NA	NA	86
mülőrzik / mülőrözik	0.28768207245178085	hungarian-esp_esp_participant_SESSION_2023-06-20_19h53.44.72.csv	2023-06-20T19:53:00Z	5f338ba6ea047119dbd6e49e	Férfi	1995	16	4	posttest trial	151	János imád mülőrözni, ezért sokat mülőrzik. Mi ritkán...	mülőrözünk	mülőrzünk	0	mülőrözünk	NA	NA	5776	805059	cselekszenek_2_high_reversed	cselekszenek/cselekednek	5	0.28768207245178085	mülőrzünk	mülőrözünk	2	ünk	2	20	FALSE	FALSE	low	reversed	TRUE	FALSE	NA	NA	85
píjlik	0.6418538861723947	hungarian-esp_esp_participant_SESSION_2023-06-19_17h24.08.75.csv	2023-06-19T17:24:00Z	605896a739d40fa144496f26	férfi	1999	16	4	posttest trial	151	Te bizony sokat píjlasz. Én is sokat...	píjlok	píjlom	0	píjlok	NA	NA	339	754893	lakok_2_high_reversed	lakok/lakom	29	0.6418538861723947	píjlok	píjlom	1	NA	2	19	FALSE	FALSE	low	reversed	TRUE	TRUE	NA	NA	86
píjlik	0.6418538861723947	hungarian-esp_esp_participant_SESSION_2023-06-19_17h25.05.820.csv	2023-06-19T17:25:00Z	608adf0cc8637f7f395352b1	férfi	2000	145	4	posttest trial	151	Te bizony sokat píjlasz. Én is sokat...	píjlom	píjlok	1	píjlok	NA	NA	2272	763921	lakok_2_high_reversed	lakok/lakom	29	0.6418538861723947	píjlok	píjlom	1	NA	2	19	FALSE	FALSE	low	reversed	FALSE	TRUE	NA	NA	86
píjlik	0.6418538861723947	hungarian-esp_esp_participant_SESSION_2023-06-19_17h31.36.602.csv	2023-06-19T17:31:00Z	605bb95e25fb0eb3edfe7c73	férfi	1999	15	4	posttest trial	151	Te bizony sokat píjlasz. Én is sokat...	píjlok	píjlom	0	píjlok	NA	NA	2100	1131783	lakok_2_high_reversed	lakok/lakom	29	0.6418538861723947	píjlok	píjlom	1	NA	2	19	FALSE	FALSE	low	reversed	TRUE	TRUE	NA	NA	80
plugzik	-0.325422400434628	hungarian-esp_esp_participant_SESSION_2023-06-19_17h21.59.990.csv	2023-06-19T17:21:00Z	5eeb31f414742d21c8dc5cd2	nő	2001	15	4	posttest trial	151	Te bizony sokat plugzol. Én is sokat...	plugzom	plugzok	0	plugzom	NA	NA	1366	762453	lakok_2_high_reversed	lakok/lakom	29	-0.325422400434628	plugzok	plugzom	1	NA	2	42	FALSE	TRUE	low	reversed	TRUE	FALSE	NA	NA	85
pragánylik / pragányozik	0	hungarian-esp_esp_participant_SESSION_2023-06-20_18h56.11.750.csv	2023-06-20T18:56:00Z	60da38f17aa096bb17c836e5	férfi	2003	14	4	posttest trial	151	János imád pragányozni, ezért sokat pragánylik. Ti ritkán...	pragánylotok	pragányoztok	0	pragánylotok	NA	NA	5030	878636	cselekszenek_2_high_reversed	cselekszenek/cselekednek	5	0	pragánylotok	pragányoztok	2	tek	2	31	FALSE	FALSE	low	reversed	TRUE	TRUE	NA	NA	84
prélemlik / prélemezik	0.20763936477824457	hungarian-esp_esp_participant_SESSION_2023-06-20_19h45.34.709.csv	2023-06-20T19:45:00Z	6102d6a4846fa9b51f427c47	nő	1997	16	4	posttest trial	151	János imád prélemezni, ezért sokat prélemlik. Ők ritkán...	prélemlenek	prélemeznek	1	prélemeznek	NA	NA	4190	1043259	cselekszenek_2_high_reversed	cselekszenek/cselekednek	5	0.20763936477824457	prélemlenek	prélemeznek	2	nek	2	22	FALSE	FALSE	low	reversed	FALSE	FALSE	NA	NA	85
pribemlik	1.9095425048844383	hungarian-esp_esp_participant_SESSION_2023-06-19_17h22.40.51.csv	2023-06-19T17:22:00Z	5f632ea32e85353d93872c67	Férfi	1999	13	4	posttest trial	151	Te bizony sokat pribemlesz. Én is sokat...	pribemlek	pribemlem	0	pribemlek	NA	NA	3596	1040313	lakok_2_high_reversed	lakok/lakom	29	1.9095425048844383	pribemlek	pribemlem	2	NA	2	2	TRUE	FALSE	low	reversed	TRUE	TRUE	NA	NA	78
