form_1	freq_1	stem	xpostag	variation	lemma_freq_corrected	corpus_size	form_2	freq_2	odds	log_odds	suffix	vowel	base	base_tr
hunterba	1	hunter	[/N][Ill]	hotelban/hotelben	25653	8570080167	hunterbe	23	0.08333333333333333	-2.4849066497880004	NA	e	hunter	hunter
hunternál	1	hunter	[/N][Ade]	hotelban/hotelben	25653	8570080167	hunternél	62	0.03174603174603174	-3.4499875458315876	nál	e	hunter	hunter
hunterra	1	hunter	[/N][Subl]	hotelban/hotelben	25653	8570080167	hunterre	50	0.0392156862745098	-3.2386784521643803	NA	e	hunter	hunter
husserlnál	1	husserl	[/N][Ade]	hotelban/hotelben	2682	8570080167	husserlnél	74	0.02666666666666667	-3.624340932976365	nál	e	husserl	husserl
hutterban	1	hutter	[/N][Ine]	hotelban/hotelben	1638	8570080167	hutterben	1	1	0	ban	e	hutter	hutter
huygensnak	1	huygens	[/N][Dat]	hotelban/hotelben	2033	8570080167	huygensnek	21	0.09090909090909093	-2.3978952727983707	nak	e	huygens	huygens
hádeszba	1	hádesz	[/N][Ill]	hotelban/hotelben	182	8570080167	hádeszbe	8	0.2222222222222222	-1.5040773967762742	NA	e	hádesz	hádeß
hádésba	1	hádés	[/N][Ill]	hotelban/hotelben	31	8570080167	hádésbe	1	1	0	NA	é	hádés	hádés
háremra	1	hárem	[/N][Subl]	hotelban/hotelben	9328	8570080167	háremre	45	0.04347826086956521	-3.1354942159291497	NA	e	hárem	hárem
háttérnál	1	háttér	[/N][Ade]	hotelban/hotelben	1176278	8570080167	háttérnél	499	0.004	-5.521460917862246	nál	é	háttér	háttér
hátvédnál	1	hátvéd	[/N][Ade]	hotelban/hotelben	23893	8570080167	hátvédnél	39	0.05	-2.995732273553991	nál	é	hátvéd	hátvéd
hátérnak	1	hátér	[/N][Dat]	hotelban/hotelben	2755	8570080167	hátérnek	19	0.1	-2.3025850929940455	nak	é	hátér	hátér
jacketra	1	jacket	[/N][Subl]	hotelban/hotelben	88	8570080167	jacketre	3	0.5	-0.6931471805599453	NA	e	jacket	jacket
jacketsnak	1	jackets	[/N][Dat]	hotelban/hotelben	631	8570080167	jacketsnek	10	0.18181818181818185	-1.7047480922384253	nak	e	jackets	jackets
jagernak	1	jager	[/N][Dat]	hotelban/hotelben	1307	8570080167	jagernek	1	1	0	nak	e	jager	jager
jamesban	1	james	[/N][Ine]	hotelban/hotelben	193594	8570080167	jamesben	59	0.03333333333333333	-3.4011973816621555	ban	e	james	james
jamesznál	1	jamesz	[/N][Ade]	hotelban/hotelben	221	8570080167	jamesznél	2	0.6666666666666666	-0.4054651081081645	nál	e	jamesz	jameß
jandexnak	1	jandex	[/N][Dat]	hotelban/hotelben	306	8570080167	jandexnek	1	1	0	nak	e	jandex	jandex
janetnak	1	janet	[/N][Dat]	hotelban/hotelben	8652	8570080167	janetnek	95	0.02083333333333333	-3.871201010907891	nak	e	janet	janet
janeznak	1	janez	[/N][Dat]	hotelban/hotelben	1923	8570080167	janeznek	1	1	0	nak	e	janez	janez
jansennak	1	jansen	[/N][Dat]	hotelban/hotelben	1718	8570080167	jansennek	8	0.2222222222222222	-1.5040773967762742	nak	e	jansen	jansen
jarednak	1	jared	[/N][Dat]	hotelban/hotelben	10355	8570080167	jarednek	75	0.02631578947368421	-3.6375861597263857	nak	e	jared	jared
jarednál	1	jared	[/N][Ade]	hotelban/hotelben	10355	8570080167	jarednél	1	1	0	nál	e	jared	jared
jasperba	1	jasper	[/N][Ill]	hotelban/hotelben	5025	8570080167	jasperbe	7	0.25	-1.3862943611198906	NA	e	jasper	jasper
jasperban	1	jasper	[/N][Ine]	hotelban/hotelben	5025	8570080167	jasperben	25	0.07692307692307693	-2.5649493574615367	ban	e	jasper	jasper
jasperra	1	jasper	[/N][Subl]	hotelban/hotelben	5025	8570080167	jasperre	7	0.25	-1.3862943611198906	NA	e	jasper	jasper
jockeynál	1	jockey	[/N][Ade]	hotelban/hotelben	3295	8570080167	jockeynél	1	1	0	nál	e	jockey	jockey
joelra	1	joel	[/N][Subl]	hotelban/hotelben	15237	8570080167	joelre	25	0.07692307692307693	-2.5649493574615367	NA	e	joel	joel
josephnak	1	joseph	[/N][Dat]	hotelban/hotelben	53670	8570080167	josephnek	163	0.01219512195121951	-4.406719247264253	nak	e	joseph	joseph
jovennak	1	joven	[/N][Dat]	hotelban/hotelben	124	8570080167	jovennek	1	1	0	nak	e	joven	joven
jozefnak	1	jozef	[/N][Dat]	hotelban/hotelben	7611	8570080167	jozefnek	25	0.07692307692307693	-2.5649493574615367	nak	e	jozef	jozef
jugendban	1	jugend	[/N][Ine]	hotelban/hotelben	1087	8570080167	jugendben	7	0.25	-1.3862943611198906	ban	e	jugend	jugend
julesnak	1	jules	[/Adj][Dat]	hotelban/hotelben	10891	8570080167	julesnek	1	1	0	nak	e	jules	jules
jumperra	1	jumper	[/N][Subl]	hotelban/hotelben	5171	8570080167	jumperre	26	0.07407407407407407	-2.6026896854443837	NA	e	jumper	jumper
jungelban	1	jungel	[/N][Ine]	hotelban/hotelben	168	8570080167	jungelben	95	0.02083333333333333	-3.871201010907891	ban	e	jungel	jungel
junkernak	1	junker	[/N][Dat]	hotelban/hotelben	1227	8570080167	junkernek	31	0.0625	-2.772588722239781	nak	e	junker	junker
junkersnál	1	junkers	[/N][Ade]	hotelban/hotelben	4074	8570080167	junkersnél	12	0.15384615384615383	-1.8718021769015911	nál	e	junkers	junkers
jábecnak	1	jábec	[/N][Dat]	hotelban/hotelben	12	8570080167	jábecnek	1	1	0	nak	e	jábec	jábec
jágerra	1	jáger	[/N][Subl]	hotelban/hotelben	4186	8570080167	jágerre	5	0.3333333333333333	-1.0986122886681098	NA	e	jáger	jáger
járeknak	1	járek	[/N][Dat]	hotelban/hotelben	29	8570080167	járeknek	1	1	0	nak	e	járek	járek
játeknak	1	játek	[/N][Dat]	hotelban/hotelben	149	8570080167	játek	26	0.07407407407407407	-2.6026896854443837	nak	e	játek	játek
játkékban	1	játkék	[/N][Ine]	hotelban/hotelben	21	8570080167	játkékben	1	1	0	ban	é	játkék	játkék
jólétban	1	jólét	[/N][Ine]	hotelban/hotelben	141768	8570080167	jólétben	7668	2.607901942886947e-4	-8.251794327204914	ban	é	jólét	jólét
jólétnak	1	jólét	[/N][Dat]	hotelban/hotelben	141768	8570080167	jólétnek	1619	0.00123456790123456	-6.697034247666484	nak	é	jólét	jólét
júkéjban	1	júkéj	[/N][Ine]	hotelban/hotelben	21	8570080167	júkéjben	10	0.18181818181818185	-1.7047480922384253	ban	é	júkéj	júkéj
kadettnak	1	kadett	[/Adj][Dat]	hotelban/hotelben	5563	8570080167	kadettnek	4	0.4	-0.916290731874155	nak	e	kadett	kadett
kadettra	1	kadett	[/N][Subl]	hotelban/hotelben	5563	8570080167	kadettre	3	0.5	-0.6931471805599453	NA	e	kadett	kadett
kadlecnak	1	kadlec	[/N][Dat]	hotelban/hotelben	363	8570080167	kadlecnek	2	0.6666666666666666	-0.4054651081081645	nak	e	kadlec	kadlec
kaerba	1	kaer	[/N][Ill]	hotelban/hotelben	212	8570080167	kaerbe	1	1	0	NA	e	kaer	kaer
kaffernál	1	kaffer	[/N][Ade]	hotelban/hotelben	563	8570080167	kaffernél	1	1	0	nál	e	kaffer	kaffer
kafferra	1	kaffer	[/N][Subl]	hotelban/hotelben	563	8570080167	kafferre	2	0.6666666666666666	-0.4054651081081645	NA	e	kaffer	kaffer
kamennak	1	kamen	[/N][Dat]	hotelban/hotelben	1005	8570080167	kamennek	2	0.6666666666666666	-0.4054651081081645	nak	e	kamen	kamen
kampecban	1	kampec	[/N][Ine]	hotelban/hotelben	1979	8570080167	kampecben	3	0.5	-0.6931471805599453	ban	e	kampec	kampec
kampecnak	1	kampec	[/N][Dat]	hotelban/hotelben	1979	8570080167	kampecnek	2	0.6666666666666666	-0.4054651081081645	nak	e	kampec	kampec
kanemban	1	kanem	[/N][Ine]	hotelban/hotelben	12	8570080167	kanemben	1	1	0	ban	e	kanem	kanem
kardeljnak	1	kardelj	[/N][Dat]	hotelban/hotelben	194	8570080167	kardeljnek	1	1	0	nak	e	kardelj	kardelj
karelban	1	karel	[/N][Ine]	hotelban/hotelben	5495	8570080167	karelben	1	1	0	ban	e	karel	karel
karelra	1	karel	[/N][Subl]	hotelban/hotelben	5495	8570080167	karelre	5	0.3333333333333333	-1.0986122886681098	NA	e	karel	karel
karenra	1	karen	[/N][Subl]	hotelban/hotelben	16608	8570080167	karenre	34	0.05714285714285714	-2.862200880929469	NA	e	karen	karen
karnerban	1	karner	[/N][Ine]	hotelban/hotelben	1445	8570080167	karnerben	1	1	0	ban	e	karner	karner
kartelnak	1	kartel	[/N][Dat]	hotelban/hotelben	442	8570080167	kartelnek	22	0.08695652173913043	-2.4423470353692043	nak	e	kartel	kartel
kaspernak	1	kasper	[/N][Dat]	hotelban/hotelben	4608	8570080167	kaspernek	13	0.14285714285714285	-1.9459101490553137	nak	e	kasper	kasper
kasperra	1	kasper	[/N][Subl]	hotelban/hotelben	4608	8570080167	kasperre	9	0.2	-1.6094379124341005	NA	e	kasper	kasper
kasperskynak	1	kaspersky	[/N][Dat]	hotelban/hotelben	22844	8570080167	kasperskynek	16	0.1176470588235294	-2.1400661634962708	nak	e	kaspersky	kaspersky
kasperskynál	1	kaspersky	[/N][Ade]	hotelban/hotelben	22844	8570080167	kasperskynél	7	0.25	-1.3862943611198906	nál	e	kaspersky	kaspersky
kasselnak	1	kassel	[/N][Dat]	hotelban/hotelben	1750	8570080167	kasselnek	3	0.5	-0.6931471805599453	nak	e	kassel	kassel
kassernak	1	kasser	[/N][Dat]	hotelban/hotelben	450	8570080167	kassernek	1	1	0	nak	e	kasser	kasser
kastenban	1	kasten	[/N][Ine]	hotelban/hotelben	126	8570080167	kasten	3	0.5	-0.6931471805599453	ban	e	kasten	kasten
kasztnernak	1	kasztner	[/N][Dat]	hotelban/hotelben	910	8570080167	kasztnernek	15	0.125	-2.0794415416798357	nak	e	kasztner	kaßtner
kategban	1	kateg	[/N][Ine]	hotelban/hotelben	4955	8570080167	kategben	6	0.2857142857142857	-1.252762968495368	ban	e	kateg	kateg
katesznál	1	katesz	[/N][Ade]	hotelban/hotelben	82	8570080167	katesznél	1	1	0	nál	e	katesz	kateß
kayesnak	1	kayes	[/N][Dat]	hotelban/hotelben	940	8570080167	kayesnek	25	0.07692307692307693	-2.5649493574615367	nak	e	kayes	kayes
kayesra	1	kayes	[/N][Subl]	hotelban/hotelben	940	8570080167	kayesre	4	0.4	-0.916290731874155	NA	e	kayes	kayes
khuennak	1	khuen	[/N][Dat]	hotelban/hotelben	351	8570080167	khuennek	4	0.4	-0.916290731874155	nak	e	khuen	khuen
klapecnak	1	klapec	[/N][Dat]	hotelban/hotelben	99	8570080167	klapecnek	1	1	0	nak	e	klapec	klapec
klaszterra	1	klaszter	[/N][Subl]	hotelban/hotelben	72146	8570080167	klaszterre	264	0.00754716981132075	-4.886582645426277	NA	e	klaszter	klaßter
klostersba	1	klosters	[/N][Ill]	hotelban/hotelben	172	8570080167	klostersbe	7	0.25	-1.3862943611198906	NA	e	klosters	klosters
kluwernak	1	kluwer	[/N][Dat]	hotelban/hotelben	8853	8570080167	kluwernek	3	0.5	-0.6931471805599453	nak	e	kluwer	kluwer
kmplayernak	1	kmplayer	[/N][Dat]	hotelban/hotelben	408	8570080167	kmplayernek	1	1	0	nak	e	kmplayer	kmplayer
kocbeknak	1	kocbek	[/N][Dat]	hotelban/hotelben	71	8570080167	kocbek	2	0.6666666666666666	-0.4054651081081645	nak	e	kocbek	kocbek
kodexba	1	kodex	[/N][Ill]	hotelban/hotelben	409	8570080167	kodexbe	1	1	0	NA	e	kodex	kodex
koklerra	1	kokler	[/N][Subl]	hotelban/hotelben	307	8570080167	koklerre	1	1	0	NA	e	kokler	kokler
koledzsnak	1	koledzs	[/N][Dat]	hotelban/hotelben	44	8570080167	koledzsnek	1	1	0	nak	e	koledzs	koledΩ
komentba	1	koment	[/N][Ill]	hotelban/hotelben	438	8570080167	komentbe	16	0.1176470588235294	-2.1400661634962708	NA	e	koment	koment
komentban	1	koment	[/N][Ine]	hotelban/hotelben	438	8570080167	komentben	40	0.04878048780487805	-3.0204248861443626	ban	e	koment	koment
kommentnak	1	komment	[/N][Dat]	hotelban/hotelben	266988	8570080167	kommentnek	711	0.00280898876404494	-5.87493073085203	nak	e	komment	komment
kommentnál	1	komment	[/N][Ade]	hotelban/hotelben	266988	8570080167	kommentnél	282	0.00706713780918727	-4.952299717083292	nál	e	komment	komment
kompletban	1	komplet	[/N][Ine]	hotelban/hotelben	648	8570080167	kompletben	3	0.5	-0.6931471805599453	ban	e	komplet	komplet
kompletra	1	komplet	[/N][Subl]	hotelban/hotelben	648	8570080167	kompletre	2	0.6666666666666666	-0.4054651081081645	NA	e	komplet	komplet
komépnak	1	komép	[/N][Dat]	hotelban/hotelben	74	8570080167	komépnek	1	1	0	nak	é	komép	komép
konyvemban	1	konyvem	[/N][Ine]	hotelban/hotelben	95	8570080167	konyvemben	23	0.08333333333333333	-2.4849066497880004	ban	e	konyvem	ko¥vem
kopterba	1	kopter	[/N][Ill]	hotelban/hotelben	994	8570080167	kopterbe	12	0.15384615384615383	-1.8718021769015911	NA	e	kopter	kopter
kopterban	1	kopter	[/N][Ine]	hotelban/hotelben	994	8570080167	kopterben	8	0.2222222222222222	-1.5040773967762742	ban	e	kopter	kopter
korhecznak	1	korhecz	[/N][Dat]	hotelban/hotelben	889	8570080167	korhecznek	2	0.6666666666666666	-0.4054651081081645	nak	e	korhecz	korhecz
korrektnál	1	korrekt	[/Adj][Ade]	hotelban/hotelben	280874	8570080167	korrektnél	40	0.04878048780487805	-3.0204248861443626	nál	e	korrekt	korrekt
korvettra	1	korvett	[/N][Subl]	hotelban/hotelben	1733	8570080167	korvettre	20	0.09523809523809525	-2.3513752571634776	NA	e	korvett	korvett
kotelban	1	kotel	[/N][Ine]	hotelban/hotelben	951	8570080167	kotelben	7	0.25	-1.3862943611198906	ban	e	kotel	kotel
kotelnál	1	kotel	[/N][Ade]	hotelban/hotelben	951	8570080167	kotelnél	14	0.13333333333333333	-2.0149030205422647	nál	e	kotel	kotel
kotelra	1	kotel	[/N][Subl]	hotelban/hotelben	951	8570080167	kotelre	36	0.05405405405405406	-2.917770732084279	NA	e	kotel	kotel
koterban	1	koter	[/N][Ine]	hotelban/hotelben	48	8570080167	koterben	1	1	0	ban	e	koter	koter
kotesznak	1	kotesz	[/N][Dat]	hotelban/hotelben	20	8570080167	kotesznek	1	1	0	nak	e	kotesz	koteß
kotyeszba	1	kotyesz	[/N][Ill]	hotelban/hotelben	75	8570080167	kotyeszbe	1	1	0	NA	e	kotyesz	ko†eß
kovernak	1	kover	[/N][Dat]	hotelban/hotelben	1496	8570080167	kovernek	33	0.0588235294117647	-2.833213344056216	nak	e	kover	kover
kozelban	1	kozel	[/N][Ine]	hotelban/hotelben	7577	8570080167	kozelben	1330	0.00150262960180315	-6.500538637835167	ban	e	kozel	kozel
kozelra	1	kozel	[/N][Subl]	hotelban/hotelben	7577	8570080167	kozelre	74	0.02666666666666667	-3.624340932976365	NA	e	kozel	kozel
kozsegba	1	kozseg	[/N][Ill]	hotelban/hotelben	254	8570080167	kozsegbe	8	0.2222222222222222	-1.5040773967762742	NA	e	kozseg	koΩeg
krakenra	1	kraken	[/N][Subl]	hotelban/hotelben	1735	8570080167	krakenre	5	0.3333333333333333	-1.0986122886681098	NA	e	kraken	kraken
kramernál	1	kramer	[/N][Ade]	hotelban/hotelben	6832	8570080167	kramernél	10	0.18181818181818185	-1.7047480922384253	nál	e	kramer	kramer
kranjecnak	1	kranjec	[/N][Dat]	hotelban/hotelben	377	8570080167	kranjecnek	4	0.4	-0.916290731874155	nak	e	kranjec	kranjec
kraterba	1	krater	[/N][Ill]	hotelban/hotelben	236	8570080167	kraterbe	4	0.4	-0.916290731874155	NA	e	krater	krater
kraterra	1	krater	[/N][Subl]	hotelban/hotelben	236	8570080167	kraterre	9	0.2	-1.6094379124341005	NA	e	krater	krater
kratérnak	1	kratér	[/N][Dat]	hotelban/hotelben	159	8570080167	kratérnek	1	1	0	nak	é	kratér	kratér
kravtexnak	1	kravtex	[/N][Dat]	hotelban/hotelben	1354	8570080167	kravtexnek	22	0.08695652173913043	-2.4423470353692043	nak	e	kravtex	kravtex
krokettnak	1	krokett	[/N][Dat]	hotelban/hotelben	3075	8570080167	krokettnek	19	0.1	-2.3025850929940455	nak	e	krokett	krokett
krózsernak	1	krózser	[/N][Dat]	hotelban/hotelben	492	8570080167	krózsernek	1	1	0	nak	e	krózser	króΩer
kuchenban	1	kuchen	[/N][Ine]	hotelban/hotelben	207	8570080167	kuchenben	5	0.3333333333333333	-1.0986122886681098	ban	e	kuchen	kuchen
kuffernak	1	kuffer	[/N][Dat]	hotelban/hotelben	365	8570080167	kuffernek	1	1	0	nak	e	kuffer	kuffer
kufferra	1	kuffer	[/N][Subl]	hotelban/hotelben	365	8570080167	kufferre	2	0.6666666666666666	-0.4054651081081645	NA	e	kuffer	kuffer
kuglernál	1	kugler	[/N][Ade]	hotelban/hotelben	4880	8570080167	kuglernél	11	0.16666666666666666	-1.791759469228055	nál	e	kugler	kugler
kukkerra	1	kukker	[/N][Subl]	hotelban/hotelben	1077	8570080167	kukkerre	15	0.125	-2.0794415416798357	NA	e	kukker	kukker
kuppernak	1	kupper	[/N][Dat]	hotelban/hotelben	1730	8570080167	kuppernek	4	0.4	-0.916290731874155	nak	e	kupper	kupper
kuselban	1	kusel	[/N][Ine]	hotelban/hotelben	14	8570080167	kuselben	9	0.2	-1.6094379124341005	ban	e	kusel	kusel
kushnernak	1	kushner	[/N][Dat]	hotelban/hotelben	2741	8570080167	kushnernek	56	0.03508771929824561	-3.349904087274605	nak	e	kushner	kushner
kutchernak	1	kutcher	[/N][Dat]	hotelban/hotelben	2638	8570080167	kutchernek	39	0.05	-2.995732273553991	nak	e	kutcher	kutcher
kutternak	1	kutter	[/N][Dat]	hotelban/hotelben	521	8570080167	kutternek	5	0.3333333333333333	-1.0986122886681098	nak	e	kutter	kutter
kvarnerban	1	kvarner	[/N][Ine]	hotelban/hotelben	1637	8570080167	kvarnerben	3	0.5	-0.6931471805599453	ban	e	kvarner	kvarner
kvartettba	1	kvartett	[/N][Ill]	hotelban/hotelben	26413	8570080167	kvartettbe	340	0.00586510263929618	-5.1387352967235715	NA	e	kvartett	kvartett
kwoleknak	1	kwolek	[/N][Dat]	hotelban/hotelben	69	8570080167	kwolek	11	0.16666666666666666	-1.791759469228055	nak	e	kwolek	kwolek
kwoleknak	1	kwolek	[/N][Dat]	hotelban/hotelben	69	8570080167	kwoleknek	4	0.4	-0.916290731874155	nak	e	kwolek	kwolek
kálebnál	1	káleb	[/N][Ade]	hotelban/hotelben	838	8570080167	kálebnél	2	0.6666666666666666	-0.4054651081081645	nál	e	káleb	káleb
kármelnak	1	kármel	[/N][Dat]	hotelban/hotelben	977	8570080167	kármelnek	56	0.03508771929824561	-3.349904087274605	nak	e	kármel	kármel
kármennak	1	kármen	[/N][Dat]	hotelban/hotelben	1525	8570080167	kármennek	55	0.03571428571428571	-3.332204510175204	nak	e	kármen	kármen
kártyeszra	1	kártyesz	[/N][Subl]	hotelban/hotelben	42	8570080167	kártyeszre	1	1	0	NA	e	kártyesz	kár†eß
káslernál	1	kásler	[/N][Ade]	hotelban/hotelben	22948	8570080167	káslernél	2	0.6666666666666666	-0.4054651081081645	nál	e	kásler	kásler
kóderra	1	kóder	[/N][Subl]	hotelban/hotelben	752	8570080167	kóderre	4	0.4	-0.916290731874155	NA	e	kóder	kóder
kódexnak	1	kódex	[/N][Dat]	hotelban/hotelben	122990	8570080167	kódexnek	2348	8.514261387824606e-4	-7.068597804098967	nak	e	kódex	kódex
kódnévra	1	kódnév	[/N][Subl]	hotelban/hotelben	10443	8570080167	kódnévre	1140	0.00175284837861524	-6.34651316930213	NA	é	kódnév	kódnév
kóterra	1	kóter	[/N][Subl]	hotelban/hotelben	752	8570080167	kóterre	1	1	0	NA	e	kóter	kóter
labelra	1	label	[/N][Subl]	hotelban/hotelben	35731	8570080167	labelre	19	0.1	-2.3025850929940455	NA	e	label	label
lacknernak	1	lackner	[/N][Dat]	hotelban/hotelben	2369	8570080167	lacknernek	4	0.4	-0.916290731874155	nak	e	lackner	lackner
lacknerra	1	lackner	[/N][Subl]	hotelban/hotelben	2369	8570080167	lacknerre	2	0.6666666666666666	-0.4054651081081645	NA	e	lackner	lackner
ladenban	1	laden	[/N][Ine]	hotelban/hotelben	11955	8570080167	ladenben	7	0.25	-1.3862943611198906	ban	e	laden	laden
ladenban	1	laden	[/N][Ine]	hotelban/hotelben	11955	8570080167	laden	2	0.6666666666666666	-0.4054651081081645	ban	e	laden	laden
ladennak	1	laden	[/N][Dat]	hotelban/hotelben	11955	8570080167	ladennek	489	0.00408163265306122	-5.5012582105447265	nak	e	laden	laden
lagerra	1	lager	[/N][Subl]	hotelban/hotelben	3235	8570080167	lagerre	12	0.15384615384615383	-1.8718021769015911	NA	e	lager	lager
lahnernak	1	lahner	[/N][Dat]	hotelban/hotelben	1151	8570080167	lahnernek	17	0.1111111111111111	-2.1972245773362196	nak	e	lahner	lahner
lajvérban	1	lajvér	[/N][Ine]	hotelban/hotelben	540	8570080167	lajvérben	1	1	0	ban	é	lajvér	lajvér
lakersnak	1	lakers	[/N][Dat]	hotelban/hotelben	12424	8570080167	lakersnek	371	0.0053763440860215	-5.225746673713201	nak	e	lakers	lakers
lallernál	1	laller	[/N][Ade]	hotelban/hotelben	1464	8570080167	lallernél	3	0.5	-0.6931471805599453	nál	e	laller	laller
lambertba	1	lambert	[/N][Ill]	hotelban/hotelben	8824	8570080167	lambertbe	6	0.2857142857142857	-1.252762968495368	NA	e	lambert	lambert
lambertnak	1	lambert	[/N][Dat]	hotelban/hotelben	8824	8570080167	lambertnek	140	0.01418439716312056	-4.255612709818223	nak	e	lambert	lambert
lancernak	1	lancer	[/N][Dat]	hotelban/hotelben	4712	8570080167	lancernek	32	0.06060606060606061	-2.803360380906535	nak	e	lancer	lancer
lancetban	1	lancet	[/N][Ine]	hotelban/hotelben	4793	8570080167	lancetben	168	0.01183431952662721	-4.436751534363128	ban	e	lancet	lancet
landesnak	1	landes	[/N][Dat]	hotelban/hotelben	766	8570080167	landesnek	10	0.18181818181818185	-1.7047480922384253	nak	e	landes	landes
landlernak	1	landler	[/N][Dat]	hotelban/hotelben	1601	8570080167	landlernek	3	0.5	-0.6931471805599453	nak	e	landler	landler
langernak	1	langer	[/N][Dat]	hotelban/hotelben	3247	8570080167	langernek	7	0.25	-1.3862943611198906	nak	e	langer	langer
langletnak	1	langlet	[/N][Dat]	hotelban/hotelben	425	8570080167	langletnek	2	0.6666666666666666	-0.4054651081081645	nak	e	langlet	langlet
larsennak	1	larsen	[/N][Dat]	hotelban/hotelben	3099	8570080167	larsennek	14	0.13333333333333333	-2.0149030205422647	nak	e	larsen	larsen
lasztexra	1	lasztex	[/N][Subl]	hotelban/hotelben	97	8570080167	lasztexre	3	0.5	-0.6931471805599453	NA	e	lasztex	laßtex
laterba	1	later	[/N][Ill]	hotelban/hotelben	2503	8570080167	laterbe	1	1	0	NA	e	later	later
lockettnak	1	lockett	[/N][Dat]	hotelban/hotelben	217	8570080167	lockettnek	6	0.2857142857142857	-1.252762968495368	nak	e	lockett	lockett
loketba	1	loket	[/N][Ill]	hotelban/hotelben	254	8570080167	loketbe	1	1	0	NA	e	loket	loket
loketban	1	loket	[/N][Ine]	hotelban/hotelben	254	8570080167	loketben	53	0.03703703703703703	-3.295836866004329	ban	e	loket	loket
lomexba	1	lomex	[/N][Ill]	hotelban/hotelben	274	8570080167	lomexbe	7	0.25	-1.3862943611198906	NA	e	lomex	lomex
lomexnak	1	lomex	[/N][Dat]	hotelban/hotelben	274	8570080167	lomexnek	1	1	0	nak	e	lomex	lomex
lopesnak	1	lopes	[/N][Dat]	hotelban/hotelben	801	8570080167	lopesnek	7	0.25	-1.3862943611198906	nak	e	lopes	lopes
lorennál	1	loren	[/N][Ade]	hotelban/hotelben	3778	8570080167	lorennél	1	1	0	nál	e	loren	loren
lorenznak	1	lorenz	[/N][Dat]	hotelban/hotelben	7944	8570080167	lorenznek	103	0.01923076923076923	-3.951243718581427	nak	e	lorenz	lorenz
lovernak	1	lover	[/N][Dat]	hotelban/hotelben	1892	8570080167	lovernek	2	0.6666666666666666	-0.4054651081081645	nak	e	lover	lover
loversban	1	lovers	[/N][Ine]	hotelban/hotelben	2080	8570080167	loversben	4	0.4	-0.916290731874155	ban	e	lovers	lovers
lovesnak	1	loves	[/N][Dat]	hotelban/hotelben	2674	8570080167	lovesnek	2	0.6666666666666666	-0.4054651081081645	nak	e	loves	loves
lowesnak	1	lowes	[/N][Dat]	hotelban/hotelben	639	8570080167	lowesnek	4	0.4	-0.916290731874155	nak	e	lowes	lowes
lucerra	1	lucer	[/N][Subl]	hotelban/hotelben	55	8570080167	lucerre	1	1	0	NA	e	lucer	lucer
lueszra	1	luesz	[/N][Subl]	hotelban/hotelben	247	8570080167	lueszre	2	0.6666666666666666	-0.4054651081081645	NA	e	luesz	lueß
lumenban	1	lumen	[/N][Ine]	hotelban/hotelben	19534	8570080167	lumenben	442	0.00451467268623024	-5.40042258948519	ban	e	lumen	lumen
lurdesba	1	lurdes	[/N][Ill]	hotelban/hotelben	28	8570080167	lurdesbe	3	0.5	-0.6931471805599453	NA	e	lurdes	lurdes
